gene_id	Neu3h_R1
ENSG00000103274.7	4.16082206
ENSG00000103275.15	15.23862907
ENSG00000103313.8	0.236485358
ENSG00000103319.8	4.1738881
ENSG00000103326.7	11.05550402
ENSG00000103335.16	13.80973786
ENSG00000103342.9	23.19273531
ENSG00000103343.9	2.838556503
ENSG00000103351.9	1.596821876
ENSG00000103353.12	1.947570715
ENSG00000103356.12	4.084162882
ENSG00000103363.11	104.8196231
ENSG00000103365.12	24.91820997
ENSG00000103381.8	2.370695353
ENSG00000103404.11	1.649972411
ENSG00000103449.8	1.241194643
ENSG00000103472.6	0.491571454
ENSG00000103479.11	5.245020976
ENSG00000103485.14	5.173968657
ENSG00000103489.8	2.90248369
ENSG00000103490.13	25.27101567
ENSG00000103494.9	1.87866255
ENSG00000103495.10	149.8349567
ENSG00000103496.11	3.856963748
ENSG00000103502.10	9.988431548
ENSG00000103507.10	17.11116855
ENSG00000103510.16	6.30686326
ENSG00000103528.13	0.00862826
ENSG00000103540.13	3.175610426
ENSG00000103544.11	5.633900029
ENSG00000103549.18	13.1859743
ENSG00000103550.10	8.200345859
ENSG00000103569.6	1.071459802
ENSG00000103591.9	5.787273907
ENSG00000103642.8	0.588808865
ENSG00000103647.9	0.006340228
ENSG00000103653.13	10.87542136
ENSG00000103657.10	14.1793887
ENSG00000103671.6	3.668421721
ENSG00000103707.6	1.503386662
ENSG00000103723.9	0.139232791
ENSG00000103740.6	0.003280227
ENSG00000103769.6	20.52344444
ENSG00000103811.12	1.979520297
ENSG00000103852.9	0.986459098
ENSG00000103855.14	0.246946103
ENSG00000103876.8	7.370506939
ENSG00000103932.8	7.641069264
ENSG00000103942.9	1.101352473
ENSG00000103966.6	0.522198201
ENSG00000103978.12	3.764044308
ENSG00000103994.13	12.18836543
ENSG00000103995.10	20.48552523
ENSG00000104043.11	8.185530492
ENSG00000104047.11	1.535480807
ENSG00000104055.11	3.043627261
ENSG00000104064.13	3.778297879
ENSG00000104081.10	2.302680011
ENSG00000104093.10	6.351835146
ENSG00000104129.6	3.701385118
ENSG00000104131.9	44.94997857
ENSG00000104133.11	18.67414161
ENSG00000104142.7	4.154608982
ENSG00000104147.5	1.576397269
ENSG00000104164.7	3.512703786
ENSG00000104177.14	1.058771374
ENSG00000104205.9	2.288015207
ENSG00000104218.10	3.791609004
ENSG00000104219.9	1.284953709
ENSG00000104221.9	1.776249429
ENSG00000104228.9	2.652477501
ENSG00000104231.7	9.286517435
ENSG00000104267.6	0.365096358
ENSG00000104299.11	5.439878457
ENSG00000104312.7	1.343314251
ENSG00000104320.10	3.691871032
ENSG00000104324.12	0.3963345
ENSG00000104325.3	2.622170569
ENSG00000104331.5	5.082684451
ENSG00000104332.8	0.049834555
ENSG00000104341.13	1.565849447
ENSG00000104343.16	1.979431082
ENSG00000104356.7	0.96878905
ENSG00000104361.6	0.787576352
ENSG00000104365.10	9.45505476
ENSG00000104368.14	0.021996129
ENSG00000104375.12	2.189946802
ENSG00000104381.9	1.676331166
ENSG00000104388.11	15.4826494
ENSG00000104408.6	275.095574
ENSG00000104412.4	3.388954955
ENSG00000104413.12	0.239439028
ENSG00000104415.10	0.027287608
ENSG00000104419.11	32.48267595
ENSG00000104427.8	0.981817297
ENSG00000104435.10	1.11795931
ENSG00000104442.6	5.854208432
ENSG00000104447.8	0.4538089
ENSG00000104450.9	0.479314914
ENSG00000104472.6	9.334514255
ENSG00000104490.14	0.836302965
ENSG00000104497.10	0.424122854
ENSG00000104517.9	24.00033517
ENSG00000104549.8	2.873593208
ENSG00000104611.8	0.013079222
ENSG00000104613.8	8.38009124
ENSG00000104626.11	3.541515638
ENSG00000104635.10	0.976553602
ENSG00000104643.6	1.869577593
ENSG00000104660.14	10.58252667
ENSG00000104671.4	7.711260744
ENSG00000104679.7	2.722887895
ENSG00000104687.9	11.57519886
ENSG00000104689.6	1.346515137
ENSG00000104691.11	1.147837597
ENSG00000104695.9	8.879136959
ENSG00000104714.10	23.6005129
ENSG00000104722.10	0.061993994
ENSG00000104723.17	0.037595913
ENSG00000104731.10	10.14653359
ENSG00000104738.13	31.15855297
ENSG00000104756.12	1.694282455
ENSG00000104763.14	14.00042531
ENSG00000104765.11	8.690865345
ENSG00000104774.9	59.55477029
ENSG00000104783.8	1.345538122
ENSG00000104805.12	20.27935491
ENSG00000104812.11	12.0478231
ENSG00000104814.9	0.929522374
ENSG00000104823.5	75.51922949
ENSG00000104824.13	43.94049031
ENSG00000104825.13	7.989799415
ENSG00000104833.7	0.081542632
ENSG00000104835.11	10.72095675
ENSG00000104852.11	71.29580288
ENSG00000104853.12	24.98149076
ENSG00000104856.10	0.243181307
ENSG00000104859.11	20.46627005
ENSG00000104863.8	0.199410463
ENSG00000104866.7	2.59396688
ENSG00000104870.9	3.81323803
ENSG00000104872.7	25.5213938
ENSG00000104880.14	4.498277683
ENSG00000104881.11	2.370425102
ENSG00000104883.4	0.001260455
ENSG00000104884.11	9.792865574
ENSG00000104885.14	8.339965834
ENSG00000104886.6	7.269937532
ENSG00000104888.6	0.036532766
ENSG00000104889.4	9.284461685
ENSG00000104894.8	3.163534769
ENSG00000104897.6	37.27622784
ENSG00000104899.5	1.927146248
ENSG00000104903.4	18.7617736
ENSG00000104904.9	72.65491332
ENSG00000104907.9	12.06685897
ENSG00000104915.11	16.93895778
ENSG00000104918.5	9.130938155
ENSG00000104921.11	11.46021758
ENSG00000104936.14	0.646643935
ENSG00000104946.7	1.615692005
ENSG00000104951.12	0.193326679
ENSG00000104957.10	6.856879546
ENSG00000104960.12	8.86697168
ENSG00000104964.11	25.40128084
ENSG00000104967.6	0.018945853
ENSG00000104969.6	14.11882212
ENSG00000104973.11	5.587913334
ENSG00000104976.8	3.507335568
ENSG00000104979.5	42.56213488
ENSG00000104980.4	16.7150762
ENSG00000104983.5	1.901250299
ENSG00000104998.3	0.837170499
ENSG00000105011.5	5.872859538
ENSG00000105048.13	0.849005344
ENSG00000105053.7	10.65113645
ENSG00000105058.8	27.37014978
ENSG00000105063.15	39.17479652
ENSG00000105072.5	0.431092699
ENSG00000105085.7	2.309315011
ENSG00000105122.9	3.6019921
ENSG00000105127.5	6.560959594
ENSG00000105135.12	1.96088813
ENSG00000105136.16	1.872929821
ENSG00000105171.6	8.710686839
ENSG00000105173.10	3.117428768
ENSG00000105176.14	37.04956211
ENSG00000105185.8	4.675201867
ENSG00000105186.11	3.362324005
ENSG00000105193.5	1262.391617
ENSG00000105197.7	18.01537039
ENSG00000105202.4	189.7859272
ENSG00000105204.10	2.184359426
ENSG00000105205.6	2.218471804
ENSG00000105220.11	53.87339724
ENSG00000105221.13	51.50703719
ENSG00000105223.15	11.75431365
ENSG00000105229.3	7.417384872
ENSG00000105245.6	2.165253496
ENSG00000105246.5	1.575845834
ENSG00000105248.12	2.028784127
ENSG00000105254.8	26.61600686
ENSG00000105255.7	0.046535645
ENSG00000105258.5	42.09642907
ENSG00000105270.11	0.681575024
ENSG00000105281.9	34.93469785
ENSG00000105287.9	9.01681687
ENSG00000105298.10	12.1925828
ENSG00000105321.9	1.486260059
ENSG00000105323.13	114.9452708
ENSG00000105325.10	2.706152508
ENSG00000105327.12	0.065235853
ENSG00000105329.6	25.17197407
ENSG00000105339.7	11.43837144
ENSG00000105341.15	15.91240155
ENSG00000105355.5	7.313620713
ENSG00000105357.12	0.069777135
ENSG00000105364.10	29.20177644
ENSG00000105369.6	1.480845457
ENSG00000105371.8	0.307881199
ENSG00000105372.3	110.4620583
ENSG00000105373.15	71.05268815
ENSG00000105374.6	18.5573483
ENSG00000105376.4	0.208414578
ENSG00000105379.6	19.17814258
ENSG00000105383.11	15.04484397
ENSG00000105393.12	25.6751581
ENSG00000105397.10	35.13228901
ENSG00000105401.3	38.27765897
ENSG00000105402.4	23.33229883
ENSG00000105404.7	5.516997947
ENSG00000105419.14	0.029344033
ENSG00000105426.11	0.224553816
ENSG00000105427.6	0.222613543
ENSG00000105429.9	4.302237609
ENSG00000105438.5	34.35653279
ENSG00000105443.10	1.119794491
ENSG00000105447.9	4.89313788
ENSG00000105472.9	22.72714901
ENSG00000105483.13	47.95185398
ENSG00000105486.10	27.04604636
ENSG00000105492.12	1.051956519
ENSG00000105497.4	5.193499515
ENSG00000105499.10	0.406304784
ENSG00000105501.8	0.545595726
ENSG00000105514.4	3.311670855
ENSG00000105516.7	4.730376985
ENSG00000105518.10	13.99940343
ENSG00000105519.9	0.952381453
ENSG00000105520.7	4.39311683
ENSG00000105552.11	4.397254497
ENSG00000105559.8	0.185434477
ENSG00000105568.14	21.98419954
ENSG00000105576.12	19.33727266
ENSG00000105583.6	14.34856611
ENSG00000105605.4	0.055345874
ENSG00000105607.9	2.52432227
ENSG00000105612.5	1.873137347
ENSG00000105640.9	3.522811238
ENSG00000105643.6	1.555740037
ENSG00000105647.11	4.212034166
ENSG00000105649.6	0.385500846
ENSG00000105655.15	4.836394991
ENSG00000105656.9	6.358717752
ENSG00000105662.12	4.79763851
ENSG00000105669.9	119.2443799
ENSG00000105671.8	4.950112115
ENSG00000105676.10	3.275364203
ENSG00000105677.8	5.990742419
ENSG00000105697.4	0.115415115
ENSG00000105698.12	8.643787973
ENSG00000105699.13	0.058974919
ENSG00000105700.7	26.47560808
ENSG00000105701.12	29.2491404
ENSG00000105705.12	27.63715602
ENSG00000105708.8	0.942629021
ENSG00000105711.7	0.097413791
ENSG00000105717.10	0.301316208
ENSG00000105722.6	10.2437188
ENSG00000105723.8	31.7610627
ENSG00000105726.13	20.80182573
ENSG00000105732.10	4.238343044
ENSG00000105737.6	0.038488111
ENSG00000105738.7	7.915808141
ENSG00000105755.4	4.239608421
ENSG00000105767.2	0.096336897
ENSG00000105771.10	19.71498416
ENSG00000105778.14	3.249450722
ENSG00000105793.12	2.920902624
ENSG00000105808.14	0.177143926
ENSG00000105810.6	9.846946971
ENSG00000105819.10	11.05227994
ENSG00000105821.11	11.33905183
ENSG00000105825.8	0.290068972
ENSG00000105829.8	4.373051085
ENSG00000105835.8	18.11151062
ENSG00000105849.5	15.01287562
ENSG00000105851.7	2.932442742
ENSG00000105854.9	0.160824298
ENSG00000105855.6	0.006764197
ENSG00000105856.10	3.23632679
ENSG00000105865.7	1.00581089
ENSG00000105866.10	1.637970271
ENSG00000105875.10	2.79396307
ENSG00000105879.8	10.45657427
ENSG00000105887.10	12.51847702
ENSG00000105926.12	1.272002073
ENSG00000105928.10	0.323685469
ENSG00000105939.9	13.42331574
ENSG00000105953.11	6.401995888
ENSG00000105963.10	6.663515328
ENSG00000105967.12	2.332031204
ENSG00000105968.15	32.32480141
ENSG00000105974.8	0.054232997
ENSG00000105982.13	0.515694277
ENSG00000105983.16	2.837369292
ENSG00000105988.6	4.569628161
ENSG00000105991.7	1.121337229
ENSG00000105993.11	11.88996459
ENSG00000106003.9	2.519153108
ENSG00000106004.4	1.10915571
ENSG00000106009.12	4.130758718
ENSG00000106012.14	1.903115792
ENSG00000106025.5	0.061706975
ENSG00000106028.7	8.837850983
ENSG00000106049.5	3.926790117
ENSG00000106052.10	9.755949557
ENSG00000106066.10	0.137515485
ENSG00000106069.17	0.454697798
ENSG00000106070.14	7.029963081
ENSG00000106077.15	0.6745142
ENSG00000106080.7	1.339541993
ENSG00000106086.15	0.372237674
ENSG00000106089.8	4.6485582
ENSG00000106100.7	1.08673308
ENSG00000106105.10	83.13488387
ENSG00000106123.8	0.149285696
ENSG00000106133.14	0.918670202
ENSG00000106144.16	8.504787791
ENSG00000106153.12	76.96279368
ENSG00000106178.3	0.918885795
ENSG00000106211.8	5.64270853
ENSG00000106236.3	0.256910404
ENSG00000106244.9	16.07946074
ENSG00000106245.6	33.56799243
ENSG00000106246.14	1.393875039
ENSG00000106261.13	17.07301379
ENSG00000106263.14	34.2623917
ENSG00000106266.5	6.838781176
ENSG00000106268.12	10.57130045
ENSG00000106290.11	10.35416786
ENSG00000106299.7	1.558783705
ENSG00000106305.6	6.745968103
ENSG00000106327.9	0.898936468
ENSG00000106328.9	0.145094236
ENSG00000106330.8	12.98823684
ENSG00000106333.9	0.473739624
ENSG00000106344.5	17.00721456
ENSG00000106346.8	0.974498054
ENSG00000106348.13	5.990103448
ENSG00000106351.9	1.348431525
ENSG00000106355.6	12.10449745
ENSG00000106366.8	0.511264343
ENSG00000106367.10	5.131072972
ENSG00000106392.7	2.036169552
ENSG00000106397.8	10.7097034
ENSG00000106399.8	4.983314244
ENSG00000106400.8	8.235367848
ENSG00000106404.10	5.021907427
ENSG00000106415.9	5.499482221
ENSG00000106443.11	11.85315298
ENSG00000106459.11	3.527042504
ENSG00000106460.15	0.972617848
ENSG00000106462.7	13.168698
ENSG00000106477.15	4.416503842
ENSG00000106479.7	1.207761671
ENSG00000106484.11	1.946958244
ENSG00000106524.5	0.9035731
ENSG00000106537.7	0.140249215
ENSG00000106546.9	0.769666501
ENSG00000106554.8	15.10165268
ENSG00000106560.7	0.492188495
ENSG00000106571.9	0.222488941
ENSG00000106588.7	18.74170765
ENSG00000106591.3	9.940183253
ENSG00000106603.14	8.605295736
ENSG00000106605.7	0.952137118
ENSG00000106608.13	3.160067701
ENSG00000106609.13	11.72251937
ENSG00000106610.11	1.397722495
ENSG00000106615.6	4.815232364
ENSG00000106617.10	6.695444787
ENSG00000106624.5	0.53114557
ENSG00000106628.7	57.40482808
ENSG00000106631.5	0.001352043
ENSG00000106635.4	26.34344832
ENSG00000106636.4	8.900167272
ENSG00000106638.12	8.368405536
ENSG00000106665.12	3.69131592
ENSG00000106682.11	9.249174923
ENSG00000106683.11	2.598233095
ENSG00000106686.13	0.342072167
ENSG00000106689.7	0.046874483
ENSG00000106692.10	1.038469852
ENSG00000106701.8	0.307046801
ENSG00000106714.14	0.14522869
ENSG00000106723.13	2.952479826
ENSG00000106733.17	0.962266017
ENSG00000106771.9	3.820518983
ENSG00000106780.8	1.34546825
ENSG00000106785.11	6.164160802
ENSG00000106789.9	2.883987937
ENSG00000106799.9	2.443710445
ENSG00000106803.6	33.97238777
ENSG00000106804.7	0.36962882
ENSG00000106829.15	11.66814338
ENSG00000106853.13	4.561614384
ENSG00000106868.13	1.962558097
ENSG00000106948.13	11.75182834
ENSG00000106952.4	0.020640991
ENSG00000106976.15	3.433248709
ENSG00000106991.10	8.225291828
ENSG00000106992.14	2.329917431
ENSG00000106993.8	1.545273622
ENSG00000107020.6	2.893742334
ENSG00000107021.12	3.762598284
ENSG00000107036.8	2.197957627
ENSG00000107077.14	4.778578945
ENSG00000107099.12	6.871721765
ENSG00000107104.15	0.799789316
ENSG00000107105.11	0.140476364
ENSG00000107130.7	0.059234509
ENSG00000107140.12	1.408272894
ENSG00000107164.15	9.352152353
ENSG00000107175.7	1.311367087
ENSG00000107185.9	3.492410944
ENSG00000107201.6	0.387633263
ENSG00000107223.9	89.33068087
ENSG00000107242.14	0.677657038
ENSG00000107249.18	0.302278864
ENSG00000107262.13	8.793584422
ENSG00000107263.15	12.26577737
ENSG00000107281.6	0.975019434
ENSG00000107290.10	5.031541917
ENSG00000107331.13	11.77605727
ENSG00000107338.9	0.73098634
ENSG00000107341.4	6.30151087
ENSG00000107362.10	1.582683623
ENSG00000107371.9	10.99763173
ENSG00000107372.9	9.998037027
ENSG00000107404.14	3.030698415
ENSG00000107438.5	1.078412127
ENSG00000107443.12	1.257131985
ENSG00000107521.15	11.21196335
ENSG00000107551.17	8.584844348
ENSG00000107554.12	0.10961395
ENSG00000107560.7	6.328424549
ENSG00000107566.10	4.977077393
ENSG00000107581.9	39.9146106
ENSG00000107614.18	0.289816651
ENSG00000107625.9	2.871867831
ENSG00000107643.12	4.805576978
ENSG00000107651.9	11.37138931
ENSG00000107669.14	2.256032672
ENSG00000107672.11	10.46627434
ENSG00000107679.11	0.571912839
ENSG00000107719.8	1.120765354
ENSG00000107731.9	0.432528799
ENSG00000107736.16	0.108052792
ENSG00000107738.16	11.0651146
ENSG00000107742.9	1.216898834
ENSG00000107745.13	6.594342829
ENSG00000107758.12	7.811021166
ENSG00000107771.12	1.143874896
ENSG00000107779.8	0.016211864
ENSG00000107789.12	0.53499552
ENSG00000107796.9	0.42294636
ENSG00000107798.14	2.728786618
ENSG00000107807.9	0.021679028
ENSG00000107815.4	2.476050131
ENSG00000107816.14	0.866768068
ENSG00000107819.10	7.415842526
ENSG00000107821.11	0.331416266
ENSG00000107829.10	7.027604686
ENSG00000107833.7	15.37211911
ENSG00000107854.5	2.224723004
ENSG00000107862.4	5.81464179
ENSG00000107863.13	0.119090144
ENSG00000107872.9	0.717893961
ENSG00000107874.7	7.571588215
ENSG00000107882.8	2.401852438
ENSG00000107890.13	2.648312236
ENSG00000107897.15	1.622955289
ENSG00000107902.10	0.752378268
ENSG00000107929.11	5.677533613
ENSG00000107937.15	3.552433724
ENSG00000107938.14	5.485125864
ENSG00000107949.13	15.73637069
ENSG00000107951.9	3.610270368
ENSG00000107957.13	2.294484485
ENSG00000107959.12	13.63826347
ENSG00000107960.7	2.436704536
ENSG00000107968.6	1.531689437
ENSG00000108001.10	0.430878009
ENSG00000108010.8	5.256658208
ENSG00000108021.16	4.066458315
ENSG00000108039.14	16.78213425
ENSG00000108055.9	4.143442223
ENSG00000108061.8	8.445567897
ENSG00000108064.7	2.857961852
ENSG00000108091.10	3.328243052
ENSG00000108094.11	2.561657195
ENSG00000108100.14	3.388894198
ENSG00000108106.10	4.013590656
ENSG00000108107.9	1117.324681
ENSG00000108175.13	10.58346266
ENSG00000108176.11	2.588868067
ENSG00000108179.10	20.21350762
ENSG00000108187.12	0.693530972
ENSG00000108219.11	7.777060412
ENSG00000108256.5	102.9864121
ENSG00000108262.12	10.74027265
ENSG00000108298.6	195.8881925
ENSG00000108306.8	3.308814659
ENSG00000108312.11	23.71280283
ENSG00000108342.9	0.008369024
ENSG00000108344.11	17.13618892
ENSG00000108349.11	34.18889488
ENSG00000108352.8	2.04461245
ENSG00000108384.11	9.256377203
ENSG00000108387.11	0.264295142
ENSG00000108389.6	4.716215713
ENSG00000108395.10	2.959164047
ENSG00000108405.3	6.667572459
ENSG00000108406.6	1.933241312
ENSG00000108423.11	2.176801726
ENSG00000108424.6	47.35860895
ENSG00000108433.12	4.902107995
ENSG00000108439.6	1.774181717
ENSG00000108443.10	5.120923192
ENSG00000108465.11	11.10552525
ENSG00000108468.11	7.232260655
ENSG00000108469.11	8.146085254
ENSG00000108474.13	3.314499656
ENSG00000108479.8	2.976160098
ENSG00000108506.8	1.98608591
ENSG00000108509.17	8.252000402
ENSG00000108510.6	7.677410123
ENSG00000108515.14	0.762103989
ENSG00000108518.7	315.7617056
ENSG00000108523.12	51.06441287
ENSG00000108528.10	2.660431794
ENSG00000108551.4	0.096531123
ENSG00000108557.14	3.154954023
ENSG00000108559.8	18.14762281
ENSG00000108561.5	55.79633667
ENSG00000108578.11	11.47986269
ENSG00000108582.8	7.524300318
ENSG00000108587.11	7.284650467
ENSG00000108588.10	12.86816147
ENSG00000108590.7	1.576872253
ENSG00000108591.6	2.627405366
ENSG00000108592.13	14.15257089
ENSG00000108599.11	5.676081904
ENSG00000108604.12	17.31908678
ENSG00000108622.7	1.342189925
ENSG00000108639.4	13.85524875
ENSG00000108641.11	1.419635787
ENSG00000108651.6	27.0058072
ENSG00000108654.8	183.6224115
ENSG00000108666.6	2.523093804
ENSG00000108669.13	6.59493936
ENSG00000108671.6	16.55316183
ENSG00000108679.9	0.591554478
ENSG00000108688.8	0.229519135
ENSG00000108691.6	0.931659992
ENSG00000108700.4	0.021053119
ENSG00000108702.3	8.178929939
ENSG00000108733.6	0.890381973
ENSG00000108771.9	1.274841741
ENSG00000108773.7	10.42942538
ENSG00000108774.11	27.46467895
ENSG00000108784.6	1.139231998
ENSG00000108788.8	4.739690345
ENSG00000108798.5	0.521523415
ENSG00000108799.9	23.16576313
ENSG00000108813.10	0.138246647
ENSG00000108819.10	11.35524096
ENSG00000108821.10	0.066121414
ENSG00000108825.14	0.680261119
ENSG00000108826.12	16.59382218
ENSG00000108828.12	58.01270321
ENSG00000108829.9	17.98083972
ENSG00000108840.12	5.867991712
ENSG00000108846.12	0.198408407
ENSG00000108848.12	128.8046978
ENSG00000108854.12	2.406822539
ENSG00000108861.5	3.433574671
ENSG00000108883.9	36.63939466
ENSG00000108932.8	0.110760423
ENSG00000108946.11	23.30999751
ENSG00000108958.4	0.077500278
ENSG00000108960.4	1.10582149
ENSG00000108961.10	3.406836764
ENSG00000108963.14	3.830760116
ENSG00000109016.14	2.067508701
ENSG00000109046.11	24.13303168
ENSG00000109062.6	55.54260635
ENSG00000109063.11	1.161217313
ENSG00000109065.8	2.556045281
ENSG00000109066.10	2.013379834
ENSG00000109079.6	1.459006805
ENSG00000109083.10	2.951888982
ENSG00000109084.10	22.39844684
ENSG00000109089.7	0.424682077
ENSG00000109099.10	0.273016014
ENSG00000109103.8	4.777761151
ENSG00000109107.10	2.250147702
ENSG00000109111.11	30.26560722
ENSG00000109113.14	0.109676535
ENSG00000109118.10	22.71381519
ENSG00000109133.9	4.87974627
ENSG00000109158.7	0.040133519
ENSG00000109171.11	9.044634711
ENSG00000109180.11	25.37667861
ENSG00000109184.11	2.410325776
ENSG00000109189.9	1.237152814
ENSG00000109220.7	5.869443626
ENSG00000109265.9	0.245331705
ENSG00000109270.9	5.200485698
ENSG00000109320.8	2.534853694
ENSG00000109321.7	0.246221511
ENSG00000109323.5	12.78076795
ENSG00000109332.16	36.20718073
ENSG00000109381.16	4.547336149
ENSG00000109390.8	24.97381208
ENSG00000109436.7	0.017654046
ENSG00000109445.7	9.003899384
ENSG00000109452.9	0.674988159
ENSG00000109458.5	0.856840921
ENSG00000109466.10	3.295312788
ENSG00000109472.10	0.510491919
ENSG00000109475.13	108.4860085
ENSG00000109501.10	0.099271395
ENSG00000109519.9	21.17661117
ENSG00000109534.13	10.01263953
ENSG00000109572.10	4.136423031
ENSG00000109586.8	3.299078668
ENSG00000109606.9	30.01267971
ENSG00000109618.8	1.931717171
ENSG00000109654.11	0.154774755
ENSG00000109667.8	1.020223572
ENSG00000109670.10	8.918394105
ENSG00000109674.3	4.866719884
ENSG00000109685.14	11.45757272
ENSG00000109686.13	0.294128044
ENSG00000109689.11	7.355357387
ENSG00000109736.11	16.77980601
ENSG00000109743.7	2.615023057
ENSG00000109756.5	2.200813102
ENSG00000109775.7	3.309445693
ENSG00000109787.9	3.11710055
ENSG00000109790.13	0.842533256
ENSG00000109805.6	3.499756244
ENSG00000109814.8	4.747384519
ENSG00000109819.5	0.027095242
ENSG00000109846.4	0.540959404
ENSG00000109854.10	1.261152239
ENSG00000109861.12	38.41746686
ENSG00000109881.13	3.722165241
ENSG00000109906.10	2.017498875
ENSG00000109911.14	1.556164033
ENSG00000109917.7	8.610435596
ENSG00000109919.6	40.69559718
ENSG00000109920.9	51.09197152
ENSG00000109929.6	3.497134129
ENSG00000109971.10	188.8867698
ENSG00000110002.12	0.139683597
ENSG00000110011.10	11.21370262
ENSG00000110013.9	0.748065756
ENSG00000110025.9	1.10601004
ENSG00000110031.9	16.08706939
ENSG00000110042.4	0.74367738
ENSG00000110046.9	2.494796967
ENSG00000110047.14	7.444383763
ENSG00000110048.8	5.650416428
ENSG00000110057.4	12.44466058
ENSG00000110060.5	7.529461789
ENSG00000110063.5	1.893024698
ENSG00000110066.11	3.898842849
ENSG00000110074.7	3.815191515
ENSG00000110075.11	12.49382667
ENSG00000110076.15	0.43129714
ENSG00000110077.11	6.910646411
ENSG00000110079.13	0.019973131
ENSG00000110080.15	9.160831618
ENSG00000110090.9	13.65687721
ENSG00000110092.3	2.642182486
ENSG00000110104.8	9.751295584
ENSG00000110107.5	37.2273127
ENSG00000110108.6	13.64186403
ENSG00000110171.15	1.122206394
ENSG00000110172.8	2.899900545
ENSG00000110195.8	0.035488336
ENSG00000110200.5	18.66370297
ENSG00000110203.5	0.245609995
ENSG00000110218.5	0.396376277
ENSG00000110237.3	0.280000361
ENSG00000110274.11	5.281435514
ENSG00000110315.3	3.196395504
ENSG00000110321.12	390.8365361
ENSG00000110324.6	0.832264488
ENSG00000110330.5	3.809986603
ENSG00000110344.6	3.95297792
ENSG00000110367.8	13.07762523
ENSG00000110395.4	3.314903692
ENSG00000110400.7	10.05421534
ENSG00000110422.8	3.259551121
ENSG00000110429.10	2.973102867
ENSG00000110435.8	2.914340677
ENSG00000110436.8	0.032748744
ENSG00000110442.8	15.07191708
ENSG00000110446.6	2.258556303
ENSG00000110455.10	0.423290442
ENSG00000110492.12	1.711092855
ENSG00000110497.11	4.366176419
ENSG00000110514.15	12.04461674
ENSG00000110536.10	6.999018747
ENSG00000110583.9	1.60489633
ENSG00000110651.8	12.60867611
ENSG00000110660.11	5.510020026
ENSG00000110665.8	2.382220613
ENSG00000110693.12	0.404218309
ENSG00000110696.6	19.98891507
ENSG00000110697.9	11.95081754
ENSG00000110700.3	249.2391097
ENSG00000110711.6	5.940695877
ENSG00000110713.12	38.64147345
ENSG00000110717.7	14.66572494
ENSG00000110719.6	25.82891136
ENSG00000110721.8	13.940915
ENSG00000110756.14	3.934493385
ENSG00000110768.8	5.80237814
ENSG00000110799.10	0.03634725
ENSG00000110801.10	2.89845177
ENSG00000110841.10	0.582077375
ENSG00000110844.10	1.221110657
ENSG00000110848.5	0.027861861
ENSG00000110851.8	4.751062346
ENSG00000110852.4	0.329294228
ENSG00000110871.11	4.938461113
ENSG00000110876.9	8.139518497
ENSG00000110880.7	6.967219267
ENSG00000110881.8	2.953821217
ENSG00000110888.14	1.750077971
ENSG00000110906.9	4.59047465
ENSG00000110911.11	6.677353204
ENSG00000110917.4	39.77896496
ENSG00000110921.8	1.276396895
ENSG00000110925.3	3.545222347
ENSG00000110931.15	6.215543275
ENSG00000110934.7	10.74746618
ENSG00000110944.5	0.41419567
ENSG00000110955.5	377.3313082
ENSG00000110958.12	31.72178776
ENSG00000110987.5	1.062892219
ENSG00000111011.14	33.13909186
ENSG00000111012.6	0.538035542
ENSG00000111052.4	3.991026126
ENSG00000111077.14	0.130950404
ENSG00000111087.6	0.053234611
ENSG00000111110.8	1.103852488
ENSG00000111142.10	30.23529168
ENSG00000111144.6	9.469251228
ENSG00000111145.4	1.603638457
ENSG00000111181.9	0.613760939
ENSG00000111186.9	0.026899505
ENSG00000111196.6	10.35005515
ENSG00000111203.8	22.7334228
ENSG00000111206.9	12.00471762
ENSG00000111224.10	2.146936379
ENSG00000111229.12	80.68766574
ENSG00000111231.5	5.624399332
ENSG00000111237.15	60.48870562
ENSG00000111247.11	4.959097547
ENSG00000111252.7	4.645984337
ENSG00000111254.4	0.086829049
ENSG00000111261.10	0.321098025
ENSG00000111266.5	0.509740864
ENSG00000111269.2	1.38138448
ENSG00000111271.11	9.024932335
ENSG00000111275.9	0.302904808
ENSG00000111276.7	2.510583699
ENSG00000111300.6	3.03974668
ENSG00000111305.15	0.215961896
ENSG00000111319.9	0.00705179
ENSG00000111321.7	9.410512192
ENSG00000111325.13	3.030561026
ENSG00000111328.3	6.657230842
ENSG00000111331.9	0.311544526
ENSG00000111341.6	0.111827262
ENSG00000111344.8	0.661870895
ENSG00000111348.5	765.6007363
ENSG00000111358.10	3.192533048
ENSG00000111361.9	7.24977677
ENSG00000111364.12	8.757779466
ENSG00000111371.12	5.379511011
ENSG00000111412.5	1.789281751
ENSG00000111424.7	4.501604721
ENSG00000111445.10	4.990555617
ENSG00000111450.10	1.251193801
ENSG00000111452.9	0.051761304
ENSG00000111481.6	14.95829012
ENSG00000111530.9	5.878105574
ENSG00000111540.12	10.35656382
ENSG00000111554.11	6.797462666
ENSG00000111581.6	13.22450414
ENSG00000111596.8	12.04392702
ENSG00000111602.8	4.32244987
ENSG00000111605.13	17.95174207
ENSG00000111615.9	22.73833293
ENSG00000111639.4	46.63358961
